Source ; Target
novia ; amor
amor ; amar
amar ; sexo
sexo ; amigo
amigo ; prima
primo ; amigo
amigo ; madre
madre ; padre
padre ; hermano
hermano ; hermana
hermana ; tio
tio ; tia
tia ; abuelo
abuelo ; abuela
abuela ; sobrino
sobrino ; sobrina
sobrina ; bisabuelo
bisabuelo ; bisabuela
novio ; novia
novia ; anillo
anillo ; casar
casar ; boda
boda ; sanvalentin
sanvalentin ; familia
familia ; animal
animal ; amigo
sexo ; relacion
relacion ; amigo
amigo ; familia
familia ; beso
beso ; abrazo
abrazo ; novio
novio ; novia
novia ; madre
madre ; padre
padre ; hermano
hermano ; hermana
hermana ; abuelo
abuelo ; abuela
abuela ; tio
tio ; tia
tia ; sobrina
sobrina ; sobrino
sobrino ; hijo
hijo ; hija
hija ; nieto
nieto ; nieta
nieta ; primo
primo ; prima
pareja ; beso
beso ; novio
novio ; novia
novia ; cita
cita ; paterno
paterno ; incondicional
incondicional ; regalo
regalo ; boda
boda ; marido
marido ; mujer
mujer ; esposo
esposo ; anillo
anillo ; sexo
sexo ; abrazo
abrazo ; carta
carta ; familia
familia ; amigo
amigo ; aniversario
aniversario ; peluche
peluche ; declaracion
declaracion ; pedidamatrimonio
pedidamatrimonio ; madre
madre ; abuelo
abuelo ; lealtad
lealtad ; respeto
familia ; pareja
pareja ; novio
novio ; novia
novia ; carino
carino ; respeto
respeto ; confianza
confianza ; estabilidad
estabilidad ; amar
amar ; amor
amor ; responsabilidad
regalo ; lunademiel
lunademiel ; aniversario
aniversario ; bombon
bombon ; flor
flor ; boda
boda ; compartir
compartir ; confianza
confianza ; chocolate
chocolate ; conjunto
conjunto ; alegria
familia ; sensual
sensual ; tacon
tacon ; 2para2
2para2 ; futbol
futbol ; relacion
relacion ; culo
colonia ; atraccion
atraccion ; sentimiento
sentimiento ; mariposa
mariposa ; nervio
nervio ; sonrojo
sonrojo ; cita
cita ; cuerno
cuerno ; beso
beso ; caricia
caricia ; planromantico
planromantico ; viaje
viaje ; momento
momento ; dolor
dolor ; dependencia
dependencia ; celo
celo ; toxicidad
relacion ; sentimiento
sentimiento ; beso
beso ; muestrasdeafecto
muestrasdeafecto ; carino
carino ; reciproco
reciproco ; mutuo
mutuo ; pareja
pareja ; sexo
sexo ; bisexual
bisexual ; asexual
asexual ; homosexual
homosexual ; heterosexual
heterosexual ; abrazo
abrazo ; novia
novia ; novio
novio ; suegro
suegro ; nuero
nuero ; matrimonio
matrimonio ; divorcio
novio ; novia
novia ; confianza
confianza ; comunicacion
comunicacion ; familia
familia ; bebe
bebe ; amigo
amigo ; lgtbq
lgtbq ; libertad
libertad ; sentimiento
sentimiento ; pareja
pareja ; felicidad
felicidad ; celo
celo ; toxicidad
pareja ; novio
novio ; novia
novia ; familia
familia ; infinito
infinito ; cita
cita ; beso
beso ; abrazo
abrazo ; perfecto
perfecto ; fidelidad
pareja ; matrimonio
matrimonio ; novio
novio ; novia
novia ; amistad
amistad ; sanvalentin
sanvalentin ; rojo
rojo ; corazon
corazon ; olayateamo
olayateamo ; perla
perla ; bolita
bolita ; cleo
familia ; pareja
pareja ; amigo
amigo ; profesor
profesor ; abrazo
abrazo ; beso
beso ; caricia
caricia ; mimo
mimo ; sanvalentin
sanvalentin ; carino
carino ; querer
querer ; compromiso
compromiso ; sexo
pareja ; novia
novia ; novia
novia ; casado
casado ; amor
amor ; corazon
corazon ; beso
beso ; abrazo
abrazo ; enamorar
noheliateamo ; cleo
cleo ; sufrir
sufrir ; neska
neska ; hermana
hermana ; sanvalentin
sanvalentin ; rojo
rojo ; rosa
rosa ; flor
flor ; carta
carta ; abrazo
abrazo ; beso
beso ; comida
comida ; monster
monster ; cine
cine ; cita
cita ; tequiero
tequiero ; amar
amar ; sudadera
sudadera ; regalo
novio ; novia
novia ; pareja
pareja ; beso
beso ; sexo
sexo ; hijo
hijo ; marido
marido ; mujer
mujer ; chico
chico ; chica
chica ; matrimonio
relacionamorosa ; relaciondeamistad
relaciondeamistad ; fraternal
fraternal ; abrazo
abrazo ; beso
beso ; familia
familia ; sanvalentin
sanvalentin ; querer
pareja ; matrimonio
matrimonio ; padre
padre ; madre
madre ; novio
novio ; novia
novia ; amigo
amigo ; confianza
confianza ; regalo
regalo ; detalle
detalle ; responsabilidad
marido ; mujer
mujer ; matrimonio
matrimonio ; hijo
hijo ; hija
hija ; tio
tio ; tia
tia ; primo
primo ; prima
prima ; hermano
hermano ; hermana
hermana ; padre
padre ; madre
madre ; abuelo
abuelo ; abuela
abuela ; pareja
pareja ; familia
abrazo ; beso
beso ; susurro
susurro ; hombre
hombre ; mujer
mujer ; boda
boda ; novio
novio ; novia
novia ; carta
carta ; anillo
anillo ; confianza
confianza ; respeto
respeto ; lealtad
lealtad ; frasebonita
frasebonita ; familia
familia ; amigo
corazon ; novio
novio ; novia
novia ; abrazo
abrazo ; beso
beso ; mujer
mujer ; marido
marido ; sexo
sexo ; pene
pene ; vagina
vagina ; xoxo
pareja ; cuerno
cuerno ; familia
familia ; amigo
amigo ; mascota
mascota ; abrazo
abrazo ; beso
beso ; caricia
nayara ; padre
padre ; familia
madre ; padre
padre ; hermano
hermano ; novio
novio ; novia
novia ; familia
familia ; amigo
amigo ; hermana
hermana ; primo
primo ; prima
prima ; tia
tia ; tio
tio ; flor
flor ; regalo
regalo ; animacion
animacion ; celebracion
celebracion ; vivir
vivir ; libertad
relacion ; pareja
pareja ; novio
novio ; novia
novia ; boda
boda ; casado
casado ; aniversario
aniversario ; chocolate
chocolate ; flor
flor ; regalo
regalo ; bombon
bombon ; confianza
confianza ; lealtad
lealtad ; fiel
fiel ; padre
padre ; familia
familia ; amigo
amigo ; paris
paris ; corazon
chico ; chica
chica ; corazon
corazon ; felicidad
felicidad ; sentimiento
sentimiento ; corazon
corazon ; pareja
pareja ; novio
novio ; novia
novia ; boda
novia ; novio
novio ; casarse
casarse ; enamorar
enamorar ; gustar
gustar ; esposa
esposa ; marido
marido ; proponer
proponer ; matrimonio
matrimonio ; confesiondeamor
confesiondeamor ; teamo
teamo ; regalo
regalo ; sanvalentin
sanvalentin ; anillodematrimonio
familia ; madre
madre ; esposa
esposa ; hijo
hijo ; novio
novio ; novia
novia ; animal
animal ; rosa
rosa ; esposo
esposo ; abuela
abuela ; chocolate
chocolate ; carino
carino ; respeto
respeto ; bondad
bondad ; dulzura
dulzura ; trabajoenequipo
novio ; novia
novia ; padre
padre ; madre
madre ; hermano
hermano ; hermana
hermana ; primo
primo ; prima
prima ; tio
tio ; tia
tia ; abuelo
abuelo ; abuela
abuela ; atraccion
atraccion ; querer
querer ; besar
besar ; sexo
sexo ; detalle
confianza ; respeto
respeto ; amistad
amistad ; carino
carino ; relacion
relacion ; cercania
cercania ; belleza
belleza ; tiempo
tiempo ; ilusion
ilusion ; emocion
emocion ; corazon
corazon ; sentimiento
pareja ; regalo
regalo ; casarse
casarse ; besar
besar ; abrazar
abrazar ; querer
querer ; novia
novia ; novio
novio ; marido
marido ; mujer
corazon ; sentimiento
sentimiento ; novio
novio ; novia
novia ; amistad
amistad ; relacion
relacion ; felicidad
felicidad ; corazonroto
corazonroto ; fidelidad
fidelidad ; respeto
respeto ; infidelidad
infidelidad ; conexion
conexion ; compatibilidad
compatibilidad ; carino
ruptura ; chica
chica ; chico
chico ; gay
gay ; lesbiana
lesbiana ; fiesta
fiesta ; celo
celo ; toxico
toxico ; distancia
distancia ; boda
boda ; matrimonio
matrimonio ; mujer
mujer ; hombre
hombre ; casar
casar ; abuelo
abuelo ; abuela
abuela ; amigo
amigo ; familia
familia ; hijo
hijo ; beso
beso ; casar
casar ; divorcio
amistad ; pareja
pareja ; familia
novio ; boda
boda ; besar
besar ; padre
padre ; abuelo
abuelo ; adolescente
adolescente ; fidelidad
fidelidad ; infiel
infiel ; celo
celo ; corazon
corazon ; querer
amar ; tequiero
tequiero ; novio
novio ; novia
novia ; exnovio
exnovio ; exnovia
exnovia ; extrañar
extrañar ; corazon
corazon ; carino
carino ; amor
novia ; novio
novio ; tequiero
tequiero ; amar
novia ; mimo
mimo ; novio
novio ; regalo
regalo ; sorpresa
novia ; novio
novio ; padre
padre ; madre
madre ; abuela
abuela ; abuelo
abuelo ; hermano
